nome,uf,lat,lon
Bituruna,PR,-26.1607,-51.5518
Blumenau,SC,-26.9155,-49.0709
Boa Esperança,PR,-24.2467,-52.7876
Boa Esperança,MG,-21.0927,-45.5612
Boa Esperança,ES,-18.5395,-40.3025
Boa Esperança do Iguaçu,PR,-25.6324,-53.2108
Boa Esperança do Sul,SP,-21.9918,-48.3906
Boa Hora,PI,-4.41404,-42.1357
Boa Nova,BA,-14.3598,-40.2064
Boa Ventura,PB,-7.40982,-38.2113
Boa Ventura de São Roque,PR,-24.8688,-51.6276
Boa Viagem,CE,-5.11258,-39.7337
Boa Vista,RR,2.82384,-60.6753
Boa Vista,PB,-7.26365,-36.2357
Boa Vista da Aparecida,PR,-25.4308,-53.4117
Boa Vista das Missões,RS,-27.6671,-53.3102
Boa Vista do Buricá,RS,-27.6693,-54.1082
Boa Vista do Cadeado,RS,-28.5791,-53.8108
Boa Vista do Gurupi,MA,-1.77614,-46.3002
Boa Vista do Incra,RS,-28.8185,-53.391
Boa Vista do Ramos,AM,-2.97409,-57.5873
Boa Vista do Sul,RS,-29.3544,-51.6687
Boa Vista do Tupim,BA,-12.6498,-40.6064
Boca da Mata,AL,-9.64308,-36.2125
Boca do Acre,AM,-8.74232,-67.3919
Bocaina,PI,-6.94124,-41.3168
Bocaina,SP,-22.1365,-48.523
Bocaina de Minas,MG,-22.1697,-44.3972
Bocaina do Sul,SC,-27.7455,-49.9423
Bocaiúva,MG,-17.1135,-43.8104
Bocaiúva do Sul,PR,-25.2066,-49.1141
Bodó,RN,-5.98027,-36.4167
Bodocó,PE,-7.77759,-39.9338
Bodoquena,MS,-20.537,-56.7127
Bofete,SP,-23.1055,-48.2582
Boituva,SP,-23.2855,-47.6786
Bom Conselho,PE,-9.16919,-36.6857
Bom Despacho,MG,-19.7386,-45.2622
Bom Jardim,RJ,-22.1545,-42.4251
Bom Jardim,PE,-7.79695,-35.5784
Bom Jardim,MA,-3.54129,-45.606
Bom Jardim da Serra,SC,-28.3377,-49.6373
Bom Jardim de Goiás,GO,-16.2063,-52.1728
Bom Jardim de Minas,MG,-21.9479,-44.1885
Bom Jesus,SC,-26.7326,-52.3919
Bom Jesus,RS,-28.6697,-50.4295
Bom Jesus,PI,-9.07124,-44.359
Bom Jesus,RN,-5.98648,-35.5792
Bom Jesus,PB,-6.81601,-38.6453
Bom Jesus da Lapa,BA,-13.2506,-43.4108
Bom Jesus da Penha,MG,-21.0148,-46.5174
Bom Jesus da Serra,BA,-14.3663,-40.5126
Bom Jesus das Selvas,MA,-4.47638,-46.8641
Bom Jesus de Goiás,GO,-18.2173,-49.74
Bom Jesus do Amparo,MG,-19.7054,-43.4782
Bom Jesus do Araguaia,MT,-12.1706,-51.5032
Bom Jesus do Galho,MG,-19.836,-42.3165
Bom Jesus do Itabapoana,RJ,-21.1449,-41.6822
Bom Jesus do Norte,ES,-21.1173,-41.6731
Bom Jesus do Oeste,SC,-26.6927,-53.0967
Bom Jesus do Sul,PR,-26.1958,-53.5955
Bom Jesus do Tocantins,PA,-5.0424,-48.6047
Bom Jesus do Tocantins,TO,-8.96306,-48.165
Bom Jesus dos Perdões,SP,-23.1356,-46.4675
Bom Lugar,MA,-4.37311,-45.0326
Bom Princípio,RS,-29.4856,-51.3548
Bom Princípio do Piauí,PI,-3.19631,-41.6403
Bom Progresso,RS,-27.5399,-53.8716
Bom Repouso,MG,-22.4675,-46.144
Bom Retiro,SC,-27.799,-49.487
Bom Retiro do Sul,RS,-29.6071,-51.9456
Bom Sucesso,MG,-21.0329,-44.7537
Bom Sucesso,PR,-23.7063,-51.7671
Bom Sucesso,PB,-6.44176,-37.9234
Bom Sucesso de Itararé,SP,-24.3155,-49.1451
Bom Sucesso do Sul,PR,-26.0731,-52.8353
Bombinhas,SC,-27.1382,-48.5146
Bonfim,RR,3.36161,-59.8333
Bonfim,MG,-20.3302,-44.2366
Bonfim do Piauí,PI,-9.1605,-42.8865
Bonfinópolis,GO,-16.6173,-48.9616
Bonfinópolis de Minas,MG,-16.568,-45.9839
Boninal,BA,-12.7069,-41.8286
Bonito,PE,-8.47163,-35.7292
Bonito,BA,-11.9668,-41.2647
Bonito,PA,-1.36745,-47.3066
Bonito,MS,-21.1261,-56.4836
Bonito de Minas,MG,-15.3231,-44.7543
Bonito de Santa Fé,PB,-7.31341,-38.5133
Bonópolis,GO,-13.6329,-49.8106
Boqueirão,PB,-7.487,-36.1309
Boqueirão do Leão,RS,-29.3046,-52.4284
Boqueirão do Piauí,PI,-4.48181,-42.1212
Boquim,SE,-11.1397,-37.6195
Boquira,BA,-12.8205,-42.7324
Borá,SP,-22.2696,-50.5409
Boracéia,SP,-22.1926,-48.7808
Borba,AM,-4.39154,-59.5874
Borborema,PB,-6.80199,-35.6187
Borborema,SP,-21.6214,-49.0741
Borda da Mata,MG,-22.2707,-46.1653
Borebi,SP,-22.5728,-48.9707
Borrazópolis,PR,-23.9366,-51.5875
Bossoroca,RS,-28.7291,-54.9035
Botelhos,MG,-21.6412,-46.391
Botucatu,SP,-22.8837,-48.4437
Botumirim,MG,-16.8657,-43.0086
Botuporã,BA,-13.3772,-42.5163
Botuverá,SC,-27.2007,-49.0689
Bozano,RS,-28.3659,-53.772
Braço do Norte,SC,-28.2681,-49.1701
Braço do Trombudo,SC,-27.3586,-49.8821
Braga,RS,-27.6173,-53.7405
Bragança,PA,-1.06126,-46.7826
Bragança Paulista,SP,-22.9527,-46.5419
Braganey,PR,-24.8173,-53.1218
Branquinha,AL,-9.23342,-36.0162
Brás Pires,MG,-20.8419,-43.2406
Brasil Novo,PA,-3.29792,-52.534
Brasilândia,MS,-21.2544,-52.0365
Brasilândia de Minas,MG,-16.9999,-46.0081
Brasilândia do Sul,PR,-24.1978,-53.5275
Brasilândia do Tocantins,TO,-8.38918,-48.4822
Brasiléia,AC,-10.995,-68.7497
Brasileira,PI,-4.1337,-41.7859
Brasília,DF,-15.7795,-47.9297
Brasília de Minas,MG,-16.2104,-44.4299
Brasnorte,MT,-12.1474,-57.9833
Braúna,SP,-21.499,-50.3175
Braúnas,MG,-19.0562,-42.7099
Brazabrantes,GO,-16.4281,-49.3863
Brazópolis,MG,-22.4743,-45.6166
Brejão,PE,-9.02915,-36.566
Brejetuba,ES,-20.1395,-41.2954
Brejinho,RN,-6.18566,-35.3591
Brejinho,PE,-7.34694,-37.2865
Brejinho de Nazaré,TO,-11.0058,-48.5683
Brejo,MA,-3.67796,-42.7527
Brejo Alegre,SP,-21.1651,-50.1861
Brejo da Madre de Deus,PE,-8.14933,-36.3741
Brejo de Areia,MA,-4.334,-45.581
Brejo do Cruz,PB,-6.34185,-37.4943
Brejo do Piauí,PI,-8.20314,-42.8229
Brejo dos Santos,PB,-6.37065,-37.8253
Brejo Grande,SE,-10.4297,-36.4611
Brejo Grande do Araguaia,PA,-5.69822,-48.4103
Brejo Santo,CE,-7.48469,-38.9799
Brejões,BA,-13.1039,-39.7988
Brejolândia,BA,-12.4815,-43.9679
Breu Branco,PA,-3.77191,-49.5735
Breves,PA,-1.68036,-50.4791
Britânia,GO,-15.2428,-51.1602
Brochier,RS,-29.5501,-51.5945
Brodowski,SP,-20.9845,-47.6572
Brotas,SP,-22.2795,-48.1251
Brotas de Macaúbas,BA,-11.9915,-42.6326
Brumadinho,MG,-20.151,-44.2007
Brumado,BA,-14.2021,-41.6696
Brunópolis,SC,-27.3058,-50.8684
Brusque,SC,-27.0977,-48.9107
Bueno Brandão,MG,-22.4383,-46.3491
Buenópolis,MG,-17.8744,-44.1775
Buenos Aires,PE,-7.72449,-35.3182
Buerarema,BA,-14.9595,-39.3028
Bugre,MG,-19.4231,-42.2552
Buíque,PE,-8.61954,-37.1606
Bujari,AC,-9.81528,-67.955
Bujaru,PA,-1.51762,-48.0381
Buri,SP,-23.7977,-48.5958
Buritama,SP,-21.0661,-50.1475
Buriti,MA,-3.94169,-42.9179
Buriti Alegre,GO,-18.1378,-49.0404
Buriti Bravo,MA,-5.83239,-43.8353
Buriti de Goiás,GO,-16.1792,-50.4302
Buriti do Tocantins,TO,-5.31448,-48.2271
Buriti dos Lopes,PI,-3.18259,-41.8695
Buriti dos Montes,PI,-5.30584,-41.0933
Buriticupu,MA,-4.32375,-46.4409
Buritinópolis,GO,-14.4772,-46.4076
Buritirama,BA,-10.7171,-43.6302
Buritirana,MA,-5.59823,-47.0131
Buritis,RO,-10.1943,-63.8324
Buritis,MG,-15.6218,-46.4221
Buritizal,SP,-20.1911,-47.7096
Buritizeiro,MG,-17.3656,-44.9606
Butiá,RS,-30.1179,-51.9601
Caapiranga,AM,-3.31537,-61.2206
Caaporã,PB,-7.51351,-34.9055
Caarapó,MS,-22.6368,-54.8209
Caatiba,BA,-14.9699,-40.4092
Cabaceiras,PB,-7.48899,-36.287
Cabaceiras do Paraguaçu,BA,-12.5317,-39.1902
Cabeceira Grande,MG,-16.0335,-47.0862
Cabeceiras,GO,-15.7995,-46.9265
Cabeceiras do Piauí,PI,-4.4773,-42.3069
Cabedelo,PB,-6.98731,-34.8284
Cabixi,RO,-13.4945,-60.552
Cabo de Santo Agostinho,PE,-8.28218,-35.0253
Cabo Frio,RJ,-22.8894,-42.0286
Cabo Verde,MG,-21.4699,-46.3919
Cabrália Paulista,SP,-22.4576,-49.3393
Cabreúva,SP,-23.3053,-47.1362
Cabrobó,PE,-8.50548,-39.3094
Caçador,SC,-26.7757,-51.012
Caçapava,SP,-23.0992,-45.7076
Caçapava do Sul,RS,-30.5144,-53.4827
Cacaulândia,RO,-10.349,-62.9043
Cacequi,RS,-29.8883,-54.822
Cáceres,MT,-16.0764,-57.6818
Cachoeira,BA,-12.5994,-38.9587
Cachoeira Alta,GO,-18.7618,-50.9432
Cachoeira da Prata,MG,-19.521,-44.4544
Cachoeira de Goiás,GO,-16.6635,-50.646
Cachoeira de Minas,MG,-22.3511,-45.7809
Cachoeira de Pajeú,MG,-15.9688,-41.4948
Cachoeira do Arari,PA,-1.01226,-48.9503
Cachoeira do Piriá,PA,-1.75974,-46.5459
Cachoeira do Sul,RS,-30.033,-52.8928
Cachoeira dos Índios,PB,-6.91353,-38.676
Cachoeira Dourada,GO,-18.4859,-49.4766
Cachoeira Dourada,MG,-18.5161,-49.5039
Cachoeira Grande,MA,-2.93074,-44.0528
Cachoeira Paulista,SP,-22.6665,-45.0154
Cachoeiras de Macacu,RJ,-22.4658,-42.6523
Cachoeirinha,TO,-6.1156,-47.9234
Cachoeirinha,PE,-8.48668,-36.2402
Cachoeirinha,RS,-29.9472,-51.1016
Cachoeiro de Itapemirim,ES,-20.8462,-41.1198
Cacimba de Areia,PB,-7.12128,-37.1563
Cacimba de Dentro,PB,-6.6386,-35.7778
Cacimbas,PB,-7.20721,-37.0604
Cacimbinhas,AL,-9.40121,-36.9911
Cacique Doble,RS,-27.767,-51.6597
Cacoal,RO,-11.4343,-61.4562
Caconde,SP,-21.528,-46.6437
Caçu,GO,-18.5594,-51.1328
Caculé,BA,-14.5003,-42.2229
Caém,BA,-11.0677,-40.432
Caetanópolis,MG,-19.2971,-44.4189
Caetanos,BA,-14.3347,-40.9175
Caeté,MG,-19.8826,-43.6704
Caetés,PE,-8.7803,-36.6268
Caetité,BA,-14.0684,-42.4861
Cafarnaum,BA,-11.6914,-41.4688
Cafeara,PR,-22.789,-51.7142
Cafelândia,SP,-21.8031,-49.6092
Cafelândia,PR,-24.6189,-53.3207
Cafezal do Sul,PR,-23.9005,-53.5124
Caiabu,SP,-22.0127,-51.2394
Caiana,MG,-20.6956,-41.9292
Caiapônia,GO,-16.9539,-51.8091
Caibaté,RS,-28.2905,-54.6454
Caibi,SC,-27.0741,-53.2458
Caiçara,RS,-27.2791,-53.4257
Caiçara,PB,-6.62115,-35.4581
Caiçara do Norte,RN,-5.07091,-36.0717
Caiçara do Rio do Vento,RN,-5.76541,-35.9938
Caicó,RN,-6.45441,-37.1067
Caieiras,SP,-23.3607,-46.7397
Cairu,BA,-13.4904,-39.0465
Caiuá,SP,-21.8322,-51.9969
Cajamar,SP,-23.355,-46.8781
Cajapió,MA,-2.87326,-44.6741
Cajari,MA,-3.32742,-45.0145
Cajati,SP,-24.7324,-48.1223
Cajazeiras,PB,-6.88004,-38.5577
Cajazeiras do Piauí,PI,-6.79667,-42.3903
Cajazeirinhas,PB,-6.96016,-37.8009
Cajobi,SP,-20.8773,-48.8063
Cajueiro,AL,-9.3994,-36.1559
Cajueiro da Praia,PI,-2.93111,-41.3408
Cajuri,MG,-20.7903,-42.7925
Cajuru,SP,-21.2749,-47.303
Calçado,PE,-8.73108,-36.3366
Calçoene,AP,2.50475,-50.9512
Caldas,MG,-21.9183,-46.3843
Caldas Brandão,PB,-7.1025,-35.3272
Caldas Novas,GO,-17.7441,-48.6246
Caldazinha,GO,-16.7117,-49.0013
Caldeirão Grande,BA,-11.0208,-40.2956
Caldeirão Grande do Piauí,PI,-7.3314,-40.6366
Califórnia,PR,-23.6566,-51.3574
Calmon,SC,-26.5942,-51.095
Calumbi,PE,-7.93551,-38.1482
Camacan,BA,-15.4142,-39.4919
Camaçari,BA,-12.6996,-38.3263
Camacho,MG,-20.6294,-45.1593
Camalaú,PB,-7.88503,-36.8242
Camamu,BA,-13.9398,-39.1071
Camanducaia,MG,-22.7515,-46.1494
Camapuã,MS,-19.5347,-54.0431
Camaquã,RS,-30.8489,-51.8043
Camaragibe,PE,-8.02351,-34.9782
Camargo,RS,-28.588,-52.2003
Cambará,PR,-23.0423,-50.0753
Cambará do Sul,RS,-29.0474,-50.1465
Cambé,PR,-23.2766,-51.2798
Cambira,PR,-23.589,-51.5792
Camboriú,SC,-27.0241,-48.6503
Cambuci,RJ,-21.5691,-41.9187
Cambuí,MG,-22.6115,-46.0572
Cambuquira,MG,-21.854,-45.2896
Cametá,PA,-2.24295,-49.4979
Camocim,CE,-2.9005,-40.8544
Camocim de São Félix,PE,-8.35865,-35.7653
Campanário,MG,-18.2427,-41.7355
Campanha,MG,-21.836,-45.4004
Campestre,MG,-21.7079,-46.2381
Campestre,AL,-8.84723,-35.5685
Campestre da Serra,RS,-28.7926,-51.0941
Campestre de Goiás,GO,-16.7624,-49.695
Campestre do Maranhão,MA,-6.17075,-47.3625
Campina da Lagoa,PR,-24.5893,-52.7976
Campina das Missões,RS,-27.9888,-54.8416
Campina do Monte Alegre,SP,-23.5895,-48.4758
Campina do Simão,PR,-25.0802,-51.8237
Campina Grande,PB,-7.22196,-35.8731
Campina Grande do Sul,PR,-25.3044,-49.0551
Campina Verde,MG,-19.5382,-49.4862
Campinaçu,GO,-13.787,-48.5704
Campinápolis,MT,-14.5162,-52.893
Campinas,SP,-22.9053,-47.0659
Campinas do Piauí,PI,-7.6593,-41.8775
Campinas do Sul,RS,-27.7174,-52.6248
Campinorte,GO,-14.3137,-49.1511
Campo Alegre,SC,-26.195,-49.2676
Campo Alegre,AL,-9.78451,-36.3525
Campo Alegre de Goiás,GO,-17.6363,-47.7768
Campo Alegre de Lourdes,BA,-9.52221,-43.0126
Campo Alegre do Fidalgo,PI,-8.38236,-41.8344
Campo Azul,MG,-16.5028,-44.8096
Campo Belo,MG,-20.8932,-45.2699
Campo Belo do Sul,SC,-27.8975,-50.7595
Campo Bom,RS,-29.6747,-51.0606
Campo Bonito,PR,-25.0294,-52.9939
Campo do Brito,SE,-10.7392,-37.4954
Campo do Meio,MG,-21.1127,-45.8273
Campo do Tenente,PR,-25.98,-49.6844
Campo Erê,SC,-26.3931,-53.0856
Campo Florido,MG,-19.7631,-48.5716
Campo Formoso,BA,-10.5105,-40.32
Campo Grande,AL,-9.95542,-36.7926
Campo Grande,MS,-20.4486,-54.6295
Campo Grande do Piauí,PI,-7.12827,-41.0315
Campo Largo,PR,-25.4525,-49.529
Campo Largo do Piauí,PI,-3.80441,-42.64
Campo Limpo de Goiás,GO,-16.2971,-49.0895
Campo Limpo Paulista,SP,-23.2078,-46.7889
Campo Magro,PR,-25.3687,-49.4501
Campo Maior,PI,-4.8217,-42.1641
Campo Mourão,PR,-24.0463,-52.378
Campo Novo,RS,-27.6792,-53.8052
Campo Novo de Rondônia,RO,-10.5712,-63.6266
Campo Novo do Parecis,MT,-13.6587,-57.8907
Campo Redondo,RN,-6.23829,-36.1888
Campo Verde,MT,-15.545,-55.1626
Campos Altos,MG,-19.6914,-46.1725
Campos Belos,GO,-13.035,-46.7681
Campos Borges,RS,-28.8871,-53.0008
Campos de Júlio,MT,-13.7242,-59.2858
Campos do Jordão,SP,-22.7296,-45.5833
Campos dos Goytacazes,RJ,-21.7622,-41.3181
Campos Gerais,MG,-21.237,-45.7569
Campos Lindos,TO,-7.98956,-46.8645
Campos Novos,SC,-27.4002,-51.2276
Campos Novos Paulista,SP,-22.602,-49.9987
Campos Sales,CE,-7.06761,-40.3687
Campos Verdes,GO,-14.2442,-49.6528
Camutanga,PE,-7.40545,-35.2664
Cana Verde,MG,-21.0232,-45.1801
Canaã,MG,-20.6869,-42.6167
Canaã dos Carajás,PA,-6.49659,-49.8776
Canabrava do Norte,MT,-11.0556,-51.8209
Cananéia,SP,-25.0144,-47.9341
Canapi,AL,-9.11932,-37.5967
Canápolis,BA,-13.0725,-44.201
Canápolis,MG,-18.7212,-49.2035
Canarana,BA,-11.6858,-41.7677
Canarana,MT,-13.5515,-52.2705
Canas,SP,-22.7003,-45.0521
Canavieira,PI,-7.68821,-43.7233
Canavieiras,BA,-15.6722,-38.9536
Candeal,BA,-11.8049,-39.1203
Candeias,BA,-12.6716,-38.5472
Candeias,MG,-20.7692,-45.2765
Candeias do Jamari,RO,-8.7907,-63.7005
Candelária,RS,-29.6684,-52.7895
Candiba,BA,-14.4097,-42.8667
Cândido de Abreu,PR,-24.5649,-51.3372
Cândido Godói,RS,-27.9515,-54.7517
Cândido Mendes,MA,-1.43265,-45.7161
Cândido Mota,SP,-22.7471,-50.3873
Cândido Rodrigues,SP,-21.3275,-48.6327
Cândido Sales,BA,-15.4993,-41.2414
Candiota,RS,-31.5516,-53.6773
Candói,PR,-25.5758,-52.0409
Canela,RS,-29.356,-50.8119
Canelinha,SC,-27.2616,-48.7658
Canguaretama,RN,-6.37193,-35.1281
Canguçu,RS,-31.396,-52.6783
Canhoba,SE,-10.1365,-36.9806
Canhotinho,PE,-8.87652,-36.1979
Canindé,CE,-4.35162,-39.3155
Canindé de São Francisco,SE,-9.64882,-37.7923
Canitar,SP,-23.004,-49.7839
Canoas,RS,-29.9128,-51.1857
Canoinhas,SC,-26.1766,-50.395
Cansanção,BA,-10.6647,-39.4944
Cantá,RR,2.60994,-60.6058
Cantagalo,RJ,-21.9797,-42.3664
Cantagalo,PR,-25.3734,-52.1198
Cantagalo,MG,-18.5248,-42.6223
Cantanhede,MA,-3.63757,-44.383
Canto do Buriti,PI,-8.1111,-42.9517
Canudos,BA,-9.90014,-39.1471
Canudos do Vale,RS,-29.3271,-52.2374
Canutama,AM,-6.52582,-64.3953
Capanema,PA,-1.20529,-47.1778
Capanema,PR,-25.6691,-53.8055
Capão Alto,SC,-27.9389,-50.5098
Capão Bonito,SP,-24.0113,-48.3482
Capão Bonito do Sul,RS,-28.1254,-51.3961
Capão da Canoa,RS,-29.7642,-50.0282
Capão do Cipó,RS,-28.9312,-54.5558
Capão do Leão,RS,-31.7565,-52.4889
Caparaó,MG,-20.5289,-41.9061
Capela,AL,-9.41504,-36.0826
Capela,SE,-10.5069,-37.0628
Capela de Santana,RS,-29.6961,-51.328
Capela do Alto,SP,-23.4685,-47.7388
Capela do Alto Alegre,BA,-11.6658,-39.8349
Capela Nova,MG,-20.9179,-43.622
Capelinha,MG,-17.6888,-42.5147
Capetinga,MG,-20.6163,-47.0571
Capim,PB,-6.91624,-35.1673
Capim Branco,MG,-19.5471,-44.1304
Capim Grosso,BA,-11.3797,-40.0089
Capinópolis,MG,-18.6862,-49.5706
Capinzal,SC,-27.3473,-51.6057
Capinzal do Norte,MA,-4.7236,-44.328
Capistrano,CE,-4.45569,-38.9048
Capitão,RS,-29.2674,-51.9853
Capitão Andrade,MG,-19.0748,-41.8614
Capitão de Campos,PI,-4.457,-41.944
Capitão Enéas,MG,-16.3265,-43.7084
Capitão Gervásio Oliveira,PI,-8.49655,-41.814
Capitão Leônidas Marques,PR,-25.4816,-53.6112
Capitão Poço,PA,-1.74785,-47.0629
Capitólio,MG,-20.6164,-46.0493
Capivari,SP,-22.9951,-47.5071
Capivari de Baixo,SC,-28.4498,-48.9631
Capivari do Sul,RS,-30.1383,-50.5152
Capixaba,AC,-10.566,-67.686
Capoeiras,PE,-8.73423,-36.6306
Caputira,MG,-20.1703,-42.2683
Caraá,RS,-29.7869,-50.4316
Caracaraí,RR,1.82766,-61.1304
Caracol,PI,-9.27933,-43.329
Caracol,MS,-22.011,-57.0277
Caraguatatuba,SP,-23.6125,-45.4125
Caraí,MG,-17.1862,-41.7004
Caraíbas,BA,-14.7177,-41.2603
Carambeí,PR,-24.9152,-50.0986
Caranaíba,MG,-20.8707,-43.7417
Carandaí,MG,-20.9566,-43.811
Carangola,MG,-20.7343,-42.0313
Carapebus,RJ,-22.1821,-41.663
Carapicuíba,SP,-23.5235,-46.8407
Caratinga,MG,-19.7868,-42.1292
Carauari,AM,-4.88161,-66.9086
Caraúbas,RN,-5.78387,-37.5586
Caraúbas,PB,-7.72049,-36.492
Caraúbas do Piauí,PI,-3.47525,-41.8425
Caravelas,BA,-17.7268,-39.2597
Carazinho,RS,-28.2958,-52.7933
Carbonita,MG,-17.5255,-43.0137
Cardeal da Silva,BA,-11.9472,-37.9469
Cardoso,SP,-20.08,-49.9183
Cardoso Moreira,RJ,-21.4846,-41.6165
Careaçu,MG,-22.0424,-45.696
Careiro,AM,-3.76803,-60.369
Careiro da Várzea,AM,-3.314,-59.5557
Cariacica,ES,-20.2632,-40.4165
Caridade,CE,-4.22514,-39.1912
Caridade do Piauí,PI,-7.73435,-40.9848
Carinhanha,BA,-14.2985,-43.7724
Carira,SE,-10.3524,-37.7002
Cariré,CE,-3.94858,-40.476
Cariri do Tocantins,TO,-11.8881,-49.1609
Caririaçu,CE,-7.02808,-39.2828
Cariús,CE,-6.52428,-39.4916
Carlinda,MT,-9.94912,-55.8417
Carlópolis,PR,-23.4269,-49.7235
Carlos Barbosa,RS,-29.2969,-51.5028
Carlos Chagas,MG,-17.6973,-40.7723
Carlos Gomes,RS,-27.7167,-51.9121
Carmésia,MG,-19.0877,-43.1382
Carmo,RJ,-21.931,-42.6046
Carmo da Cachoeira,MG,-21.4633,-45.2201
Carmo da Mata,MG,-20.5575,-44.8735
Carmo de Minas,MG,-22.1204,-45.1307
Carmo do Cajuru,MG,-20.1912,-44.7664
Carmo do Paranaíba,MG,-18.991,-46.3167
Carmo do Rio Claro,MG,-20.9736,-46.1149
Carmo do Rio Verde,GO,-15.3549,-49.708
Carmolândia,TO,-7.03262,-48.3978
Carmópolis,SE,-10.6449,-36.9887
Carmópolis de Minas,MG,-20.5396,-44.6336
Carnaíba,PE,-7.79342,-37.7946
Carnaúba dos Dantas,RN,-6.55015,-36.5868
Carnaubais,RN,-5.34181,-36.8335
Carnaubal,CE,-4.15985,-40.9413
Carnaubeira da Penha,PE,-8.31799,-38.7512
Carneirinho,MG,-19.6987,-50.6894
Carneiros,AL,-9.48476,-37.3773
Caroebe,RR,0.884203,-59.6959
Carolina,MA,-7.33584,-47.4634
Carpina,PE,-7.84566,-35.2514
Carrancas,MG,-21.4898,-44.6446
Carrapateira,PB,-7.03414,-38.3399
Carrasco Bonito,TO,-5.31415,-48.0314
Caruaru,PE,-8.28455,-35.9699
Carutapera,MA,-1.19696,-46.0085
Carvalhópolis,MG,-21.7735,-45.8421
Carvalhos,MG,-22.0,-44.4632
Casa Branca,SP,-21.7708,-47.0852
Casa Grande,MG,-20.7925,-43.9343
Casa Nova,BA,-9.16408,-40.974
Casca,RS,-28.5605,-51.9815
Cascalho Rico,MG,-18.5772,-47.8716
Cascavel,PR,-24.9573,-53.459
Cascavel,CE,-4.12967,-38.2412
Caseara,TO,-9.27612,-49.9521
Caseiros,RS,-28.2582,-51.6861
Casimiro de Abreu,RJ,-22.4812,-42.2066
Casinhas,PE,-7.74084,-35.7206
Casserengue,PB,-6.77954,-35.8179
Cássia,MG,-20.5831,-46.9201
Cássia dos Coqueiros,SP,-21.2801,-47.1643
Cassilândia,MS,-19.1179,-51.7313
Castanhal,PA,-1.29797,-47.9167
Castanheira,MT,-11.1251,-58.6081
Castanheiras,RO,-11.4253,-61.9482
Castelândia,GO,-18.0921,-50.203
Castelo,ES,-20.6033,-41.2031
Castelo do Piauí,PI,-5.31869,-41.5499
Castilho,SP,-20.8689,-51.4884
Castro,PR,-24.7891,-50.0108
Castro Alves,BA,-12.7579,-39.4248
Cataguases,MG,-21.3924,-42.6896
Catalão,GO,-18.1656,-47.944
Catanduva,SP,-21.1314,-48.977
Catanduvas,PR,-25.2044,-53.1548
Catanduvas,SC,-27.069,-51.6602
Catarina,CE,-6.12291,-39.8736
Catas Altas,MG,-20.0734,-43.4061
Catas Altas da Noruega,MG,-20.6901,-43.4939
Catende,PE,-8.67509,-35.7024
Catiguá,SP,-21.0519,-49.0616
Catingueira,PB,-7.12008,-37.6064
Catolândia,BA,-12.31,-44.8648
Catolé do Rocha,PB,-6.34062,-37.747
Catu,BA,-12.3513,-38.3791
Catuípe,RS,-28.2554,-54.0132
Catuji,MG,-17.3018,-41.5276
Catunda,CE,-4.64336,-40.2
Caturaí,GO,-16.4447,-49.4936
Caturama,BA,-13.3239,-42.2904
Caturité,PB,-7.41659,-36.0306
Catuti,MG,-15.3616,-42.9627
Caucaia,CE,-3.72797,-38.6619
Cavalcante,GO,-13.7976,-47.4566
Caxambu,MG,-21.9753,-44.9319
Caxambu do Sul,SC,-27.1624,-52.8807
Caxias,MA,-4.86505,-43.3617
Caxias do Sul,RS,-29.1629,-51.1792
Caxingó,PI,-3.41904,-41.8955
Ceará-Mirim,RN,-5.64323,-35.4247
Cedral,MA,-2.00027,-44.5281
Cedral,SP,-20.9009,-49.2664
Cedro,CE,-6.60034,-39.0609
Cedro,PE,-7.71179,-39.2367
Cedro de São João,SE,-10.2534,-36.8856
Cedro do Abaeté,MG,-19.1458,-45.712
Celso Ramos,SC,-27.6327,-51.335
Centenário,RS,-27.7615,-51.9984
Centenário,TO,-8.96103,-47.3304
Centenário do Sul,PR,-22.8188,-51.5973
Central,BA,-11.1376,-42.1116
Central de Minas,MG,-18.7612,-41.3143
Central do Maranhão,MA,-2.19831,-44.8254
Centralina,MG,-18.5852,-49.2014
Centro do Guilherme,MA,-2.44891,-46.0345
Centro Novo do Maranhão,MA,-2.12696,-46.1228
Cerejeiras,RO,-13.187,-60.8168
Ceres,GO,-15.3061,-49.6
Cerqueira César,SP,-23.038,-49.1655
Cerquilho,SP,-23.1665,-47.7459
Cerrito,RS,-31.8419,-52.8004
Cerro Azul,PR,-26.0891,-52.8691
Cerro Branco,RS,-29.657,-52.9406
Cerro Corá,RN,-6.03503,-36.3503
Cerro Grande,RS,-27.6106,-53.1672
Cerro Grande do Sul,RS,-30.5905,-51.7418
Cerro Largo,RS,-28.1463,-54.7428
Cerro Negro,SC,-27.7942,-50.8673
Cesário Lange,SP,-23.226,-47.9545
Céu Azul,PR,-25.1489,-53.8415
Cezarina,GO,-16.9718,-49.7758
Chã de Alegria,PE,-8.00679,-35.204
Chã Grande,PE,-8.23827,-35.4571
Chã Preta,AL,-9.2556,-36.2983
Chácara,MG,-21.6733,-43.215
Chalé,MG,-20.0453,-41.6897
Chapada,RS,-28.0559,-53.0665
Chapada da Natividade,TO,-11.6175,-47.7486
Chapada de Areia,TO,-10.1419,-49.1403
Chapada do Norte,MG,-17.0881,-42.5392
Chapada dos Guimarães,MT,-15.4643,-55.7499
